TEAM,DATE,OPP,PLAYER,M,P,R,OR,DR,A,S,B,TO,FGM,FGA,FGPCT,3PM,3PA,3PPCT,FTM,FTA,FTPCT,PF,OPP_TEAM,TD,BOX,...27,TEAM_PTS,OPP_TEAM_PTS,AGE,WL,SEASON
PHI,2021-02-10,@MIA,"HUNTER, DEANDRE",34,12,5,0,5,4,1,0,0,5,11,0.4545454545,2,4,0.5,0,2,0,4,MIA,0,22,NA,122,104,23.19178082,W,20-21
PHI,2021-02-10,@MIA,"SIMMONS, BEN",17,4,5,0,5,3,0,0,1,2,3,0.6666666667,0,0,NA,0,2,0,6,MIA,0,12,NA,122,104,24.56164384,W,20-21
PHI,2021-02-13,@IND,"HACHIMURA, RUI",24,4,5,1,4,1,1,0,1,1,5,0.2,0,1,0,2,2,1,0,IND,0,11,NA,84,113,23.01369863,L,20-21
PHI,2021-02-13,@IND,"SARIC, DARIO",10,0,5,0,5,0,0,0,0,0,1,0,0,1,0,0,0,NA,0,IND,0,5,NA,84,113,26.85205479,L,20-21
PHI,2021-02-16,@HOU,"BJELICA, NEMANJA",20,15,5,0,5,2,0,1,3,4,8,0.5,4,8,0.5,3,4,0.75,0,HOU,0,23,NA,106,126,32.77534247,L,20-21
PHI,2021-02-16,@HOU,"GIBSON, TAJ",9,3,5,1,4,0,0,0,0,1,3,0.3333333333,0,0,NA,1,2,0.5,0,HOU,0,8,NA,106,126,35.64931507,L,20-21
PHI,2021-02-19,OKC,"VASSELL, DEVIN",21,16,5,2,3,3,2,0,2,4,9,0.4444444444,1,2,0.5,7,7,1,2,OKC,0,26,NA,115,92,20.49315068,W,20-21
PHI,2021-02-19,OKC,"HACHIMURA, RUI",27,4,5,2,3,0,0,1,0,1,6,0.1666666667,0,2,0,2,3,0.6666666667,1,OKC,0,10,NA,115,92,23.03013699,W,20-21
PHI,2021-02-26,@IND,"HACHIMURA, RUI",28,9,5,2,3,3,1,0,4,4,6,0.6666666667,1,2,0.5,0,0,NA,1,IND,0,18,NA,96,113,23.04931507,L,20-21
PHI,2021-02-26,@IND,"HUNTER, DEANDRE",27,6,5,1,4,1,0,1,3,2,3,0.6666666667,1,2,0.5,1,2,0.5,6,IND,0,13,NA,96,113,23.23561644,L,20-21
PHI,2021-02-26,@IND,"BJELICA, NEMANJA",20,2,5,1,4,3,0,0,1,1,3,0.3333333333,0,1,0,0,0,NA,3,IND,0,10,NA,96,113,32.80273973,L,20-21
PHI,2021-02-28,BKN,"BJELICA, NEMANJA",20,3,5,3,2,3,0,2,0,1,11,0.09090909091,1,6,0.1666666667,0,0,NA,2,BKN,0,13,NA,112,114,32.80821918,L,20-21
PHI,2021-03-02,CHI,"BJELICA, NEMANJA",21,4,5,1,4,3,0,0,1,2,7,0.2857142857,0,4,0,0,0,NA,3,CHI,0,12,NA,114,127,32.81369863,L,20-21
PHI,2021-03-03,@NYK,"SIMMONS, BEN",22,16,5,2,3,4,0,2,1,8,13,0.6153846154,0,0,NA,0,0,NA,6,NYK,0,27,NA,107,114,24.61917808,L,20-21
PHI,2021-03-03,@NYK,"VASSELL, DEVIN",26,12,5,0,5,2,1,0,4,4,8,0.5,1,2,0.5,3,5,0.6,1,NYK,0,20,NA,107,114,20.5260274,L,20-21
PHI,2021-03-10,LAL,"SIMMONS, BEN",32,16,5,0,5,12,3,0,3,7,11,0.6363636364,0,0,NA,2,4,0.5,5,LAL,0,36,NA,133,124,24.63835616,W,20-21
PHI,2021-03-13,GSW,"SARIC, DARIO",14,3,5,0,5,2,1,0,0,0,4,0,0,1,0,3,6,0.5,1,GSW,0,11,NA,112,140,26.92876712,L,20-21
PHI,2021-03-15,@ATL,"BJELICA, NEMANJA",20,9,5,3,2,2,0,0,0,4,6,0.6666666667,0,1,0,1,1,1,3,ATL,0,16,NA,111,130,32.84931507,L,20-21
PHI,2021-03-17,@BOS,"SARIC, DARIO",14,6,5,0,5,0,0,0,2,2,3,0.6666666667,0,1,0,2,2,1,2,BOS,0,11,NA,96,117,26.93972603,L,20-21
PHI,2021-03-23,MEM,"ZUBAC, IVICA",30,19,5,0,5,0,1,0,1,8,14,0.5714285714,0,0,NA,3,5,0.6,2,MEM,0,25,NA,102,91,24.01369863,W,20-21
PHI,2021-03-23,MEM,"VASSELL, DEVIN",19,12,5,0,5,2,0,0,2,4,7,0.5714285714,1,1,1,3,5,0.6,0,MEM,0,19,NA,102,91,20.580821920000002,W,20-21
PHI,2021-03-23,MEM,"BJELICA, NEMANJA",21,11,5,1,4,1,2,0,1,3,4,0.75,3,4,0.75,2,2,1,3,MEM,0,19,NA,102,91,32.87123288,W,20-21
PHI,2021-03-30,BKN,"SIMMONS, BEN",40,42,5,4,1,10,2,0,2,17,22,0.7727272727,0,0,NA,8,10,0.8,2,BKN,0,59,NA,115,124,24.69315068,L,20-21
PHI,2021-04-09,ATL,"SARIC, DARIO",18,0,5,0,5,1,0,0,2,0,7,0,0,4,0,0,0,NA,0,ATL,0,6,NA,107,126,27.00273973,L,20-21
PHI,2021-04-11,@CLE,"ANDERSON, KYLE",30,15,5,1,4,3,4,0,3,6,11,0.5454545455,0,0,NA,3,4,0.75,3,CLE,0,27,NA,114,84,27.55616438,W,20-21
PHI,2021-04-11,@CLE,"VASSELL, DEVIN",18,6,5,0,5,1,1,0,3,2,5,0.4,1,3,0.3333333333,1,2,0.5,1,CLE,0,13,NA,114,84,20.63287671,W,20-21
PHI,2021-04-11,@CLE,"BRIDGES, MILES",26,6,5,2,3,2,1,1,1,2,7,0.2857142857,2,6,0.3333333333,0,0,NA,3,CLE,0,15,NA,114,84,23.05753425,W,20-21
PHI,2021-04-17,@LAL,"BAMBA, MO",13,4,5,2,3,0,0,0,1,2,3,0.6666666667,0,0,NA,0,0,NA,3,LAL,0,9,NA,98,111,NA,L,20-21
PHI,2021-04-21,@GSW,"ZUBAC, IVICA",29,19,5,3,2,1,0,1,2,9,12,0.75,0,0,NA,1,2,0.5,6,GSW,0,26,NA,117,111,24.09315068,W,20-21
PHI,2021-04-30,WAS,"ZUBAC, IVICA",29,17,5,1,4,3,0,3,1,6,16,0.375,0,0,NA,5,7,0.7142857143,5,WAS,0,28,NA,120,115,24.11780822,W,20-21
PHI,2021-05-03,@CHA,"BJELICA, NEMANJA",20,6,5,0,5,5,0,0,0,2,5,0.4,0,2,0,2,2,1,2,CHA,0,16,NA,125,88,32.98356164,W,20-21
PHI,2021-05-05,ATL,"BJELICA, NEMANJA",20,5,5,1,4,6,1,0,3,2,3,0.6666666667,1,2,0.5,0,0,NA,5,ATL,0,17,NA,110,134,32.9890411,L,20-21
PHI,2021-05-08,@MIN,"BAMBA, MO",12,8,5,4,1,1,0,1,1,3,6,0.5,0,2,0,2,2,1,1,MIN,0,15,NA,125,115,NA,W,20-21
PHI,2021-05-08,@MIN,"BJELICA, NEMANJA",20,5,5,2,3,2,0,0,3,1,6,0.1666666667,0,5,0,3,4,0.75,1,MIN,0,12,NA,125,115,32.99726027,W,20-21
PHI,2021-05-08,@MIN,"HUNTER, DEANDRE",25,4,5,0,5,1,0,0,1,2,6,0.3333333333,0,3,0,0,0,NA,3,MIN,0,10,NA,125,115,23.43013699,W,20-21
PHI,2021-05-10,@CHI,"VASSELL, DEVIN",13,5,5,1,4,0,0,0,1,1,3,0.3333333333,1,1,1,2,2,1,0,CHI,0,10,NA,110,97,20.71232877,W,20-21
PHI,2021-05-11,PHX,"BRIDGES, MILES",28,13,5,0,5,2,2,0,6,4,6,0.6666666667,2,4,0.5,3,4,0.75,6,PHX,0,22,NA,90,126,23.13972603,L,20-21
PHI,2021-05-11,PHX,"BJELICA, NEMANJA",15,5,5,2,3,1,0,0,2,2,6,0.3333333333,1,4,0.25,0,0,NA,2,PHX,0,11,NA,90,126,33.00547945,L,20-21
PHI,2021-05-11,PHX,"HUNTER, DEANDRE",27,4,5,1,4,2,0,0,1,1,5,0.2,0,2,0,2,2,1,3,PHX,0,11,NA,90,126,23.43835616,L,20-21
PHI,2021-05-13,POR,"SIMMONS, BEN",31,18,5,3,2,10,2,0,2,9,13,0.6923076923,0,0,NA,0,0,NA,6,POR,0,35,NA,102,113,24.81369863,L,20-21
PHI,2021-05-13,POR,"ZUBAC, IVICA",18,13,5,1,4,1,0,0,1,6,7,0.8571428571,0,0,NA,1,1,1,6,POR,0,19,NA,102,113,24.15342466,L,20-21
PHI,2021-05-15,HOU,"ANDERSON, KYLE",33,18,5,1,4,3,1,1,5,8,12,0.6666666667,0,0,NA,2,2,1,0,HOU,0,28,NA,113,122,27.64931507,L,20-21
PHI,2021-05-15,HOU,"BAMBA, MO",16,8,5,2,3,0,0,0,2,3,6,0.5,2,5,0.4,0,0,NA,6,HOU,0,13,NA,113,122,NA,L,20-21
PHI,2021-05-18,@WAS,"WILLIAMS, PATRICK",27,11,5,0,5,1,1,1,2,5,9,0.5555555556,1,3,0.3333333333,0,0,NA,1,WAS,0,19,NA,133,120,19.7260274,W,20-21
PHI,2021-05-18,@WAS,"SARIC, DARIO",16,5,5,2,3,2,0,0,0,1,5,0.2,1,3,0.3333333333,2,2,1,3,WAS,0,12,NA,133,120,27.10958904,W,20-21
PHI,2021-05-18,@WAS,"BEVERLEY, PATRICK",25,2,5,1,4,3,2,0,2,1,4,0.25,0,1,0,0,0,NA,4,WAS,0,12,NA,133,120,32.84931507,W,20-21
PHI,2021-05-20,ORL,"SIMMONS, BEN",35,26,5,1,4,9,2,0,3,11,18,0.6111111111,0,0,NA,4,4,1,5,ORL,0,42,NA,121,114,24.83287671,W,20-21
PHI,2021-05-25,@NOP,"ANDERSON, KYLE",24,15,5,0,5,3,0,1,2,7,11,0.6363636364,0,0,NA,1,3,0.3333333333,1,NOP,0,24,NA,109,117,27.67671233,L,20-21
PHI,2021-05-25,@NOP,"SIMMONS, BEN",24,10,5,1,4,10,1,0,2,5,7,0.7142857143,0,0,NA,0,0,NA,1,NOP,0,26,NA,109,117,24.84657534,L,20-21
PHI,2021-05-29,CHA,"SIMMONS, BEN",32,17,5,0,5,7,3,0,4,7,10,0.7,0,0,NA,3,6,0.5,2,CHA,0,32,NA,102,104,24.85753425,L,20-21
PHI,2021-05-29,CHA,"ANDERSON, KYLE",33,10,5,0,5,5,3,2,2,5,9,0.5555555556,0,0,NA,0,0,NA,2,CHA,0,25,NA,102,104,27.68767123,L,20-21
PHI,2021-05-29,CHA,"BAMBA, MO",19,2,5,3,2,0,2,3,1,1,3,0.3333333333,0,2,0,0,0,NA,2,CHA,0,12,NA,102,104,NA,L,20-21
PHX,2020-12-03,@MIN,"JOHNSON, CAMERON",30,7,5,2,3,1,2,0,2,3,11,0.2727272727,1,8,0.125,0,0,NA,4,MIN,0,15,NA,121,96,24.75342466,W,20-21
PHX,2020-12-06,SAC,"GILES, HARRY",16,10,5,2,3,2,0,0,0,5,9,0.5555555556,0,0,NA,0,0,NA,1,SAC,0,17,NA,105,119,22.62465753,L,20-21
PHX,2020-12-08,@DEN,"BRIDGES, MIKAL",31,6,5,0,5,3,2,0,1,2,7,0.2857142857,1,4,0.25,1,2,0.5,3,DEN,0,16,NA,102,120,24.2739726,L,20-21
PHX,2020-12-09,LAC,"JOHNSON, CAMERON",32,7,5,0,5,2,4,0,4,2,7,0.2857142857,1,5,0.2,2,2,1,2,LAC,0,18,NA,106,117,24.76986301,L,20-21
PHX,2020-12-13,@GSW,"DRAGIC, GORAN",31,20,5,1,4,4,0,0,4,7,16,0.4375,3,8,0.375,3,4,0.75,1,GSW,0,29,NA,99,135,34.60547945,L,20-21
PHX,2020-12-16,@MEM,"JOHNSON, CAMERON",31,6,5,1,4,3,0,2,1,2,7,0.2857142857,2,7,0.2857142857,0,0,NA,2,MEM,0,16,NA,103,98,24.7890411,W,20-21
PHX,2020-12-16,@MEM,"ILYASOVA, ERSAN",11,4,5,1,4,0,0,0,1,1,3,0.3333333333,0,1,0,2,2,1,0,MEM,0,9,NA,103,98,33.5890411,W,20-21
PHX,2020-12-18,PHI,"DRAGIC, GORAN",40,25,5,1,4,3,1,0,1,10,24,0.4166666667,3,8,0.375,2,2,1,1,PHI,0,34,NA,130,133,34.61917808,L,20-21
PHX,2020-12-21,MIA,"GILES, HARRY",20,10,5,2,3,2,1,1,1,5,8,0.625,0,0,NA,0,0,NA,3,MIA,0,19,NA,119,122,22.66575342,L,20-21
PHX,2020-12-24,BKN,"JOHNSON, CAMERON",32,9,5,1,4,3,1,1,2,4,8,0.5,1,3,0.3333333333,0,0,NA,3,BKN,0,19,NA,127,119,24.8109589,W,20-21
PHX,2020-12-26,LAL,"JOHNSON, CAMERON",31,19,5,1,4,1,2,0,3,6,11,0.5454545455,4,7,0.5714285714,3,3,1,5,LAL,0,27,NA,126,121,24.81643836,W,20-21
PHX,2020-12-28,ATL,"JOHNSON, CAMERON",32,6,5,1,4,2,1,1,4,1,5,0.2,1,5,0.2,3,3,1,3,ATL,0,15,NA,90,140,24.82191781,L,20-21
PHX,2021-01-01,BOS,"MCDERMOTT, DOUG",15,4,5,1,4,0,0,0,0,1,2,0.5,0,1,0,2,2,1,3,BOS,0,9,NA,92,126,28.99453552,L,20-21
PHX,2021-01-02,@SAC,"BOOKER, DEVIN",40,33,5,0,5,4,1,0,2,13,23,0.5652173913,4,9,0.4444444444,3,4,0.75,2,SAC,0,43,NA,108,148,24.17534247,L,20-21
PHX,2021-01-02,@SAC,"DRAGIC, GORAN",36,24,5,1,4,3,3,0,3,10,16,0.625,2,6,0.3333333333,2,2,1,2,SAC,0,35,NA,108,148,34.66027397,L,20-21
PHX,2021-01-04,NOP,"GILES, HARRY",15,11,5,2,3,0,0,0,2,4,6,0.6666666667,0,0,NA,3,6,0.5,1,NOP,0,16,NA,105,106,22.70410959,L,20-21
PHX,2021-01-06,@MIN,"JOHNSON, CAMERON",31,15,5,1,4,0,0,2,1,6,8,0.75,3,5,0.6,0,0,NA,6,MIN,0,22,NA,91,107,24.84657534,L,20-21
PHX,2021-01-06,@MIN,"BRIDGES, MIKAL",36,13,5,0,5,2,1,0,2,5,10,0.5,2,4,0.5,1,1,1,1,MIN,0,21,NA,91,107,24.35342466,L,20-21
PHX,2021-01-06,@MIN,"GILES, HARRY",15,8,5,0,5,0,0,0,0,4,9,0.4444444444,0,0,NA,0,0,NA,2,MIN,0,13,NA,91,107,22.70958904,L,20-21
PHX,2021-01-07,@DEN,"BOOKER, DEVIN",35,15,5,0,5,3,2,0,2,6,12,0.5,2,5,0.4,1,3,0.3333333333,4,DEN,0,25,NA,102,113,24.1890411,L,20-21
PHX,2021-01-07,@DEN,"HILL, GEORGE",20,2,5,0,5,2,1,0,1,1,6,0.1666666667,0,4,0,0,0,NA,1,DEN,0,10,NA,102,113,34.67945205,L,20-21
PHX,2021-01-10,WAS,"GILES, HARRY",18,13,5,3,2,1,1,0,1,3,8,0.375,0,0,NA,7,7,1,1,WAS,0,20,NA,131,97,22.72054795,W,20-21
PHX,2021-01-17,@ORL,"GILES, HARRY",18,12,5,1,4,1,1,1,2,6,11,0.5454545455,0,0,NA,0,0,NA,2,ORL,0,20,NA,88,89,22.73972603,L,20-21
PHX,2021-01-20,@HOU,"JOHNSON, CAMERON",33,16,5,1,4,3,0,0,0,5,8,0.625,2,3,0.6666666667,4,4,1,1,HOU,0,24,NA,119,110,24.88493151,W,20-21
PHX,2021-01-20,@HOU,"HILL, GEORGE",20,11,5,0,5,5,0,0,0,3,5,0.6,3,5,0.6,2,2,1,1,HOU,0,21,NA,119,110,34.71506849,W,20-21
PHX,2021-01-20,@HOU,"MCDERMOTT, DOUG",19,4,5,0,5,0,0,0,0,1,2,0.5,0,0,NA,2,2,1,0,HOU,0,9,NA,119,110,29.04657534,W,20-21
PHX,2021-01-24,MEM,"ILYASOVA, ERSAN",22,13,5,1,4,1,0,0,1,4,5,0.8,1,2,0.5,4,4,1,4,MEM,0,19,NA,131,117,33.69589041,W,20-21
PHX,2021-01-29,POR,"ILYASOVA, ERSAN",18,3,5,1,4,1,0,0,3,0,3,0,0,2,0,3,4,0.75,4,POR,0,9,NA,115,120,33.70958904,L,20-21
PHX,2021-02-03,HOU,"JOHNSON, CAMERON",30,4,5,1,4,3,0,0,3,1,3,0.3333333333,1,3,0.3333333333,1,2,0.5,2,HOU,0,12,NA,111,116,24.92328767,L,20-21
PHX,2021-02-05,DEN,"DRAGIC, GORAN",32,28,5,0,5,4,1,1,2,9,15,0.6,4,7,0.5714285714,6,6,1,2,DEN,0,39,NA,122,119,34.75342466,W,20-21
PHX,2021-02-05,DEN,"GILES, HARRY",18,10,5,4,1,2,0,0,2,5,12,0.4166666667,0,0,NA,0,1,0,2,DEN,0,17,NA,122,119,22.79178082,W,20-21
PHX,2021-02-09,@GSW,"MCDERMOTT, DOUG",34,6,5,1,4,1,1,0,2,3,6,0.5,0,3,0,0,0,NA,1,GSW,0,13,NA,109,112,29.10136986,L,20-21
PHX,2021-02-14,@LAL,"DRAGIC, GORAN",34,26,5,2,3,4,0,0,2,9,17,0.5294117647,5,10,0.5,3,4,0.75,2,LAL,0,35,NA,126,118,34.77808219,W,20-21
PHX,2021-02-16,NYK,"JOHNSON, CAMERON",32,7,5,2,3,1,0,0,1,3,8,0.375,1,6,0.1666666667,0,0,NA,3,NYK,0,13,NA,108,100,24.95890411,W,20-21
PHX,2021-02-18,MEM,"MCDERMOTT, DOUG",18,6,5,0,5,0,0,0,0,2,4,0.5,2,4,0.5,0,0,NA,0,MEM,0,11,NA,116,117,29.1260274,L,20-21
PHX,2021-02-25,CHA,"CULVER, JARRETT",20,6,5,1,4,1,0,0,2,3,8,0.375,0,3,0,0,2,0,2,CHA,0,12,NA,120,105,22.01369863,W,20-21
PHX,2021-02-27,@ATL,"HILL, GEORGE",35,6,5,0,5,8,0,0,3,2,9,0.2222222222,0,3,0,2,2,1,4,ATL,0,19,NA,85,121,34.81917808,L,20-21
PHX,2021-02-27,@ATL,"CULVER, JARRETT",20,6,5,3,2,0,1,0,0,2,9,0.2222222222,0,5,0,2,3,0.6666666667,2,ATL,0,12,NA,85,121,22.01917808,L,20-21
PHX,2021-03-01,@NYK,"JOHNSON, CAMERON",31,10,5,1,4,2,1,0,0,4,6,0.6666666667,2,4,0.5,0,0,NA,3,NYK,0,18,NA,110,98,24.99452055,W,20-21
PHX,2021-03-05,SAS,"CULVER, JARRETT",16,3,5,1,4,0,0,0,4,1,4,0.25,1,3,0.3333333333,0,0,NA,0,SAS,0,8,NA,102,123,22.03561644,L,20-21
PHX,2021-03-07,IND,"MCDERMOTT, DOUG",20,5,5,1,4,1,0,0,3,2,5,0.4,1,2,0.5,0,0,NA,2,IND,0,11,NA,100,104,29.17260274,L,20-21
PHX,2021-03-07,IND,"BRIDGES, MIKAL",34,2,5,1,4,6,1,0,3,1,4,0.25,0,2,0,0,0,NA,1,IND,0,14,NA,100,104,24.51780822,L,20-21
PHX,2021-03-09,@SAS,"BRIDGES, MIKAL",35,22,5,1,4,3,2,1,2,7,13,0.5384615385,2,5,0.4,6,6,1,1,SAS,0,33,NA,117,104,24.52328767,W,20-21
PHX,2021-03-09,@SAS,"HILL, GEORGE",16,3,5,0,5,6,0,0,0,1,4,0.25,0,2,0,1,2,0.5,0,SAS,0,14,NA,117,104,34.84657534,W,20-21
PHX,2021-03-11,@MEM,"BRIDGES, MIKAL",27,11,5,0,5,3,0,1,1,5,12,0.4166666667,0,1,0,1,1,1,1,MEM,0,20,NA,83,103,24.52876712,L,20-21
PHX,2021-03-16,OKC,"BOOKER, DEVIN",34,29,5,1,4,8,0,1,2,11,23,0.4782608696,5,9,0.5555555556,2,2,1,1,OKC,0,43,NA,111,93,24.37534247,W,20-21
PHX,2021-03-16,OKC,"DRAGIC, GORAN",37,16,5,1,4,7,3,0,0,6,17,0.3529411765,2,4,0.5,2,2,1,1,OKC,0,31,NA,111,93,34.86027397,W,20-21
PHX,2021-03-16,OKC,"GILES, HARRY",15,4,5,1,4,1,0,0,1,2,2,1,0,0,NA,0,0,NA,0,OKC,0,10,NA,111,93,22.89863014,W,20-21
PHX,2021-03-18,@MIL,"BRIDGES, MIKAL",35,11,5,0,5,3,3,1,1,3,5,0.6,1,1,1,4,4,1,1,MIL,0,23,NA,108,124,24.54794521,L,20-21
PHX,2021-03-18,@MIL,"MCDERMOTT, DOUG",18,9,5,1,4,0,1,0,0,2,7,0.2857142857,1,5,0.2,4,6,0.6666666667,3,MIL,0,15,NA,108,124,29.20273973,L,20-21
PHX,2021-03-19,@BKN,"MCDERMOTT, DOUG",20,14,5,0,5,0,0,0,1,4,8,0.5,3,6,0.5,3,4,0.75,0,BKN,0,19,NA,106,99,29.20547945,W,20-21
PHX,2021-03-19,@BKN,"GILES, HARRY",22,6,5,1,4,1,1,1,0,2,8,0.25,0,0,NA,2,2,1,3,BKN,0,14,NA,106,99,22.90684932,W,20-21
PHX,2021-03-23,HOU,"JOHNSON, CAMERON",31,8,5,1,4,0,0,0,4,3,7,0.4285714286,2,4,0.5,0,0,NA,1,HOU,0,13,NA,107,104,25.05479452,W,20-21
PHX,2021-03-24,DEN,"CULVER, JARRETT",16,8,5,0,5,2,1,0,0,3,11,0.2727272727,1,4,0.25,1,2,0.5,1,DEN,0,16,NA,106,109,22.08767123,L,20-21
PHX,2021-03-24,DEN,"MCDERMOTT, DOUG",18,5,5,0,5,1,0,0,0,2,5,0.4,1,3,0.3333333333,0,0,NA,0,DEN,0,11,NA,106,109,29.21917808,L,20-21
PHX,2021-03-26,@LAL,"GILES, HARRY",12,15,5,0,5,1,1,1,1,6,6,1,0,0,NA,3,5,0.6,0,LAL,0,23,NA,122,97,22.9260274,W,20-21
PHX,2021-03-28,GSW,"JOHNSON, CAMERON",36,8,5,1,4,4,2,0,1,3,9,0.3333333333,2,7,0.2857142857,0,0,NA,2,GSW,0,19,NA,121,129,25.06849315,L,20-21
PHX,2021-04-06,@TOR,"BOOKER, DEVIN",35,24,5,0,5,8,1,0,5,7,12,0.5833333333,2,5,0.4,8,8,1,4,TOR,0,38,NA,107,101,24.43287671,W,20-21
PHX,2021-04-06,@TOR,"BRIDGES, MIKAL",34,13,5,1,4,1,0,0,4,5,8,0.625,3,4,0.75,0,0,NA,1,TOR,0,19,NA,107,101,24.6,W,20-21
PHX,2021-04-07,@CHI,"DRAGIC, GORAN",34,17,5,0,5,5,0,0,1,6,15,0.4,1,8,0.125,4,4,1,2,CHI,0,27,NA,115,116,34.92054795,L,20-21
PHX,2021-04-09,@UTA,"BRIDGES, MIKAL",38,10,5,2,3,0,1,1,2,3,8,0.375,1,2,0.5,3,5,0.6,5,UTA,0,17,NA,94,113,24.60821918,L,20-21
PHX,2021-04-11,LAC,"HERNANGOMEZ, WILLY",15,1,5,2,3,0,1,1,0,0,5,0,0,1,0,1,2,0.5,1,LAC,0,8,NA,102,119,26.8739726,L,20-21
PHX,2021-04-17,TOR,"MCDERMOTT, DOUG",29,26,5,1,4,0,0,0,0,6,15,0.4,4,13,0.3076923077,10,13,0.7692307692,3,TOR,0,31,NA,116,108,29.28493151,W,20-21
PHX,2021-04-20,POR,"HERNANGOMEZ, WILLY",23,10,5,0,5,1,1,0,0,4,12,0.3333333333,0,3,0,2,3,0.6666666667,2,POR,0,17,NA,122,121,26.89863014,W,20-21
PHX,2021-04-24,@POR,"AYTON, DEANDRE",30,14,5,2,3,2,0,1,2,5,12,0.4166666667,0,0,NA,4,5,0.8,2,POR,0,22,NA,100,119,22.75342466,L,20-21
PHX,2021-04-24,@POR,"DRAGIC, GORAN",18,10,5,0,5,2,0,1,1,4,10,0.4,2,6,0.3333333333,0,0,NA,1,POR,0,18,NA,100,119,34.96712329,L,20-21
PHX,2021-04-24,@POR,"TERRY, TYRELL",20,8,5,0,5,3,0,0,2,2,8,0.25,2,5,0.4,2,2,1,1,POR,0,16,NA,100,119,20.56986301,L,20-21
PHX,2021-04-28,@DAL,"BOOKER, DEVIN",37,33,5,0,5,12,2,0,2,11,19,0.5789473684,4,5,0.8,7,8,0.875,3,DAL,0,52,NA,126,121,24.49315068,W,20-21
PHX,2021-05-04,@LAC,"ILYASOVA, ERSAN",18,10,5,1,4,2,0,0,1,3,4,0.75,1,1,1,3,4,0.75,4,LAC,0,17,NA,107,108,33.96986301,L,20-21
PHX,2021-05-04,@LAC,"HERNANGOMEZ, WILLY",18,4,5,1,4,0,0,0,3,0,1,0,0,1,0,4,4,1,1,LAC,0,9,NA,107,108,26.9369863,L,20-21
PHX,2021-05-05,DAL,"SMITH, JALEN",30,13,5,1,4,2,0,0,0,6,17,0.3529411765,0,2,0,1,1,1,2,DAL,0,20,NA,106,102,21.1369863,W,20-21
PHX,2021-05-07,@IND,"DRAGIC, GORAN",30,8,5,0,5,1,0,0,1,4,15,0.2666666667,0,4,0,0,0,NA,2,IND,0,14,NA,96,105,35.00273973,L,20-21
PHX,2021-05-07,@IND,"BRIDGES, MIKAL",31,6,5,0,5,4,2,0,0,2,14,0.1428571429,0,3,0,2,2,1,0,IND,0,17,NA,96,105,24.68493151,L,20-21
PHX,2021-05-14,@CLE,"BRIDGES, MIKAL",32,7,5,2,3,6,2,0,3,3,8,0.375,0,2,0,1,1,1,1,CLE,0,20,NA,110,114,24.70410959,L,20-21
PHX,2021-05-14,@CLE,"HILL, GEORGE",24,7,5,2,3,2,1,0,2,3,6,0.5,1,1,1,0,0,NA,3,CLE,0,15,NA,110,114,35.02739726,L,20-21
PHX,2021-05-16,@OKC,"BOOKER, DEVIN",40,35,5,0,5,9,2,0,3,11,16,0.6875,1,2,0.5,12,16,0.75,4,OKC,0,51,NA,135,127,24.54246575,W,20-21
PHX,2021-05-20,CHI,"DRAGIC, GORAN",27,17,5,1,4,10,0,0,2,7,14,0.5,1,4,0.25,2,2,1,1,CHI,0,32,NA,121,122,35.03835616,L,20-21
PHX,2021-05-20,CHI,"BRIDGES, MIKAL",33,4,5,0,5,2,1,0,3,1,3,0.3333333333,0,1,0,2,2,1,5,CHI,0,12,NA,121,122,24.72054795,L,20-21
PHX,2021-05-20,CHI,"HERNANGOMEZ, WILLY",11,3,5,1,4,0,0,1,1,0,5,0,0,4,0,3,6,0.5,1,CHI,0,9,NA,121,122,26.98082192,L,20-21
PHX,2021-05-25,UTA,"MCDERMOTT, DOUG",30,12,5,2,3,0,0,0,0,4,10,0.4,2,8,0.25,2,2,1,2,UTA,0,17,NA,89,104,29.3890411,L,20-21
PHX,2021-05-25,UTA,"BRIDGES, MIKAL",35,11,5,1,4,3,2,1,2,3,5,0.6,1,3,0.3333333333,4,4,1,6,UTA,0,22,NA,89,104,24.73424658,L,20-21
POR,2020-12-21,@LAC,"LILLARD, DAMIAN",33,26,5,0,5,13,1,0,1,10,18,0.5555555556,5,11,0.4545454545,1,1,1,3,LAC,0,45,NA,126,107,30.43561644,W,20-21
POR,2020-12-21,@LAC,"BROOKS, DILLON",34,23,5,1,4,1,2,1,0,9,17,0.5294117647,5,10,0.5,0,0,NA,2,LAC,0,32,NA,126,107,24.91256831,W,20-21
POR,2020-12-27,TOR,"MILLSAP, PAUL",30,8,5,1,4,1,1,1,3,3,5,0.6,0,1,0,2,2,1,4,TOR,0,16,NA,105,72,35.87704918,W,20-21
POR,2020-12-27,TOR,"SCHRODER, DENNIS",29,8,5,0,5,0,1,2,2,2,10,0.2,0,1,0,4,5,0.8,4,TOR,0,16,NA,105,72,27.28219178,W,20-21
POR,2021-01-01,@HOU,"LILLARD, DAMIAN",32,19,5,0,5,9,1,1,3,7,11,0.6363636364,2,5,0.4,3,3,1,2,HOU,0,35,NA,90,132,30.46575342,L,20-21
POR,2021-01-04,@MIL,"LILLARD, DAMIAN",33,27,5,1,4,4,1,2,1,9,20,0.45,6,13,0.4615384615,3,3,1,3,MIL,0,39,NA,114,121,30.4739726,L,20-21
