TEAM,DATE,OPP,PLAYER,M,P,R,OR,DR,A,S,B,TO,FGM,FGA,FGPCT,3PM,3PA,3PPCT,FTM,FTA,FTPCT,PF,OPP_TEAM,TD,BOX, ,TEAM_PTS,OPP_TEAM_PTS,AGE,WL
SAC,3/24/2021,SAS,"HARRELL, MONTREZL",33,25,11,3,8,0,1,0,0,11,18,0.6111111111,0,0,,3,4,0.75,1,SAS,0,37,,126,91,27.15616438,W
SAC,3/28/2021,@DAL,"HARRELL, MONTREZL",33,16,11,2,9,0,0,0,0,5,9,0.5555555556,0,0,,6,9,0.6666666667,2,DAL,0,27,,108,113,27.16712329,L
SAC,4/13/2021,@MEM,"CAPELA, CLINT",31,4,11,1,10,0,2,1,2,2,3,0.6666666667,0,0,,0,0,,3,MEM,0,18,,104,90,26.90410959,W
SAC,4/21/2021,@POR,"HARRELL, MONTREZL",23,6,11,3,8,2,0,0,0,3,6,0.5,0,0,,0,0,,2,POR,0,19,,110,97,27.23287671,W
SAC,4/25/2021,NOP,"HARRIS, TOBIAS",35,23,11,3,8,5,0,0,0,9,15,0.6,3,5,0.6,2,2,1,2,NOP,0,39,,130,113,28.77808219,W
SAC,5/1/2021,DAL,"HARRELL, MONTREZL",22,6,11,1,10,0,0,0,0,3,6,0.5,0,0,,0,0,,4,DAL,0,17,,105,119,27.26027397,L
SAC,5/25/2021,@DEN,"HARRIS, TOBIAS",37,22,11,2,9,4,1,0,2,9,15,0.6,1,4,0.25,3,3,1,2,DEN,0,38,,121,84,28.86027397,W
SAC,5/28/2021,@LAL,"CAPELA, CLINT",24,9,11,5,6,0,1,0,3,3,5,0.6,0,0,,3,4,0.75,3,LAL,0,21,,111,115,27.02739726,L
SAS,12/6/2020,NYK,"JOHNSON, KELDON",26,19,11,2,9,2,1,0,0,7,11,0.6363636364,0,0,,5,5,1,3,NYK,0,33,,111,93,21.15342466,W
SAS,12/11/2020,POR,"ZELLER, CODY",25,13,11,3,8,2,1,0,1,5,9,0.5555555556,0,0,,3,4,0.75,2,POR,0,27,,130,102,28.18356164,W
SAS,12/15/2020,@GSW,"ZELLER, CODY",22,12,11,3,8,2,0,1,1,5,6,0.8333333333,0,0,,2,2,1,1,GSW,0,26,,114,121,28.19452055,L
SAS,12/17/2020,LAL,"PORTER, MICHAEL",31,26,11,2,9,1,2,1,3,7,13,0.5384615385,5,7,0.7142857143,7,10,0.7,2,LAL,0,41,,141,112,22.46849315,W
SAS,12/29/2020,@ORL,"JOHNSON, KELDON",31,14,11,1,10,6,0,0,0,6,17,0.3529411765,0,0,,2,4,0.5,5,ORL,0,31,,106,107,21.21643836,L
SAS,1/27/2021,@PHX,"ADAMS, STEVEN",29,6,11,8,3,2,0,2,2,2,7,0.2857142857,0,0,,2,3,0.6666666667,3,PHX,0,21,,101,105,27.52328767,L
SAS,2/13/2021,GSW,"ZELLER, CODY",32,6,11,6,5,1,0,2,3,3,9,0.3333333333,0,0,,0,0,,3,GSW,0,20,,110,130,28.35890411,L
SAS,4/27/2021,DEN,"WHITESIDE, HASSAN",30,10,11,4,7,1,1,3,1,5,10,0.5,0,0,,0,0,,1,DEN,0,26,,125,109,31.87123288,W
SAS,5/8/2021,@UTA,"WHITESIDE, HASSAN",28,8,11,6,5,1,0,0,1,4,10,0.4,0,0,,0,0,,3,UTA,0,20,,100,114,31.90136986,L
SAS,5/29/2021,NOP,"METU, CHIMEZIE",32,18,11,3,8,3,0,0,1,9,15,0.6,0,0,,0,2,0,2,NOP,0,32,,123,103,24.18630137,W
TOR,12/9/2020,@CHI,"IBAKA, SERGE",31,8,11,2,9,0,0,2,0,3,9,0.3333333333,0,2,0,2,5,0.4,2,CHI,0,21,,123,152,31.22465753,L
TOR,12/13/2020,DET,"IBAKA, SERGE",30,15,11,2,9,4,3,1,1,6,11,0.5454545455,1,3,0.3333333333,2,3,0.6666666667,5,DET,0,34,,103,79,31.23561644,W
TOR,1/14/2021,UTA,"NNAJI, ZEKE",16,8,11,4,7,1,0,1,3,1,3,0.3333333333,0,0,,6,6,1,1,UTA,0,21,,107,103,20.01369863,W
TOR,1/22/2021,@CHI,"IBAKA, SERGE",29,13,11,3,8,0,1,3,1,6,11,0.5454545455,1,1,1,0,0,,3,CHI,0,28,,111,92,31.34520548,W
TOR,1/31/2021,DET,"SIAKAM, PASCAL",30,18,11,5,6,4,0,1,1,6,12,0.5,1,5,0.2,5,7,0.7142857143,3,DET,0,34,,111,100,26.83287671,W
TOR,3/2/2021,WAS,"NNAJI, ZEKE",18,11,11,3,8,0,1,1,0,5,7,0.7142857143,0,1,0,1,1,1,0,WAS,0,24,,116,90,20.14246575,W
TOR,3/3/2021,@MIN,"IBAKA, SERGE",31,11,11,5,6,3,0,3,0,4,10,0.4,2,3,0.6666666667,1,2,0.5,3,MIN,0,28,,92,86,31.45479452,W
TOR,3/5/2021,@ATL,"IBAKA, SERGE",30,2,11,4,7,1,0,0,3,0,8,0,0,2,0,2,2,1,2,ATL,0,14,,101,112,31.46027397,L
TOR,3/7/2021,PHI,"SIAKAM, PASCAL",35,17,11,6,5,2,1,0,3,6,19,0.3157894737,4,13,0.3076923077,1,2,0.5,5,PHI,0,31,,103,94,26.92876712,W
TOR,3/16/2021,@DET,"NNAJI, ZEKE",23,16,11,4,7,1,0,0,0,7,16,0.4375,0,0,,2,2,1,5,DET,0,28,,109,101,20.18082192,W
TOR,3/16/2021,@DET,"ANUNOBY, OG",31,12,11,3,8,3,0,0,2,4,8,0.5,2,6,0.3333333333,2,2,1,2,DET,0,26,,109,101,23.6630137,W
TOR,4/17/2021,@PHX,"NNAJI, ZEKE",21,15,11,3,8,2,0,0,0,4,8,0.5,0,0,,7,8,0.875,2,PHX,0,28,,108,116,20.26849315,L
TOR,4/30/2021,GSW,"SIAKAM, PASCAL",33,18,11,2,9,2,1,0,4,7,19,0.3684210526,2,8,0.25,2,3,0.6666666667,3,GSW,0,32,,116,102,27.07671233,W
TOR,4/30/2021,GSW,"BOUCHER, CHRIS",23,9,11,4,7,0,1,4,1,4,8,0.5,1,4,0.25,0,0,,6,GSW,0,25,,116,102,28.29863014,W
TOR,5/4/2021,BOS,"IBAKA, SERGE",24,16,11,5,6,0,0,1,2,5,11,0.4545454545,2,6,0.3333333333,4,4,1,2,BOS,0,28,,112,84,31.62465753,W
TOR,5/14/2021,MEM,"BOUCHER, CHRIS",33,3,11,3,8,2,2,2,1,1,5,0.2,0,3,0,1,4,0.25,1,MEM,0,20,,109,95,28.3369863,W
TOR,5/20/2021,@HOU,"BOUCHER, CHRIS",30,20,11,4,7,0,0,3,3,8,11,0.7272727273,2,3,0.6666666667,2,2,1,6,HOU,0,34,,104,116,28.35342466,L
TOR,5/28/2021,@MIA,"SIAKAM, PASCAL",33,21,11,0,11,5,1,1,0,7,23,0.3043478261,1,3,0.3333333333,6,6,1,2,MIA,0,39,,114,95,27.15342466,W
UTA,12/17/2020,@LAC,"CARTER, WENDELL",32,16,11,1,10,0,0,1,1,5,7,0.7142857143,0,0,,6,7,0.8571428571,4,LAC,0,28,,112,115,21.67123288,L
UTA,1/5/2021,GSW,"CARTER, WENDELL",27,2,11,3,8,0,1,2,0,1,4,0.25,0,0,,0,2,0,3,GSW,0,16,,102,115,21.72328767,L
UTA,1/6/2021,NOP,"BRADLEY, TONY",10,1,11,6,5,2,0,1,0,0,2,0,0,0,,1,4,0.25,3,NOP,0,15,,108,106,22.99453552,W
UTA,1/10/2021,@IND,"CARTER, WENDELL",27,19,11,0,11,0,0,1,0,8,8,1,0,0,,3,4,0.75,2,IND,0,31,,102,124,21.7369863,L
UTA,1/26/2021,GSW,"CARTER, WENDELL",23,13,11,3,8,2,0,0,0,4,7,0.5714285714,0,0,,5,6,0.8333333333,5,GSW,0,26,,110,111,21.78082192,L
UTA,2/17/2021,@ORL,"CARTER, WENDELL",28,2,11,1,10,1,0,0,0,1,4,0.25,0,0,,0,0,,4,ORL,0,14,,110,119,21.84109589,L
UTA,3/21/2021,DEN,"CARTER, WENDELL",26,14,11,4,7,2,0,2,0,6,7,0.8571428571,0,0,,2,2,1,2,DEN,0,29,,120,111,21.92876712,W
UTA,4/9/2021,PHX,"BRADLEY, TONY",16,4,11,4,7,0,0,0,1,2,5,0.4,0,0,,0,0,,2,PHX,0,15,,113,94,23.24931507,W
UTA,4/28/2021,MEM,"PLUMLEE, MASON",16,8,11,2,9,4,0,1,1,3,5,0.6,0,0,,2,3,0.6666666667,2,MEM,0,24,,122,105,31.14794521,W
UTA,5/4/2021,MIN,"CARTER, WENDELL",27,8,11,1,10,2,0,3,1,3,10,0.3,0,0,,2,5,0.4,3,MIN,0,24,,98,96,22.04931507,W
UTA,5/16/2021,CLE,"CARTER, WENDELL",29,13,11,4,7,2,2,0,1,5,8,0.625,0,0,,3,3,1,4,CLE,0,28,,112,92,22.08219178,W
UTA,5/20/2021,@DEN,"CARTER, WENDELL",29,8,11,6,5,0,1,0,1,4,9,0.4444444444,0,0,,0,3,0,4,DEN,0,20,,103,100,22.09315068,W
WAS,12/29/2020,@MIN,"PORZINGIS, KRISTAPS",34,18,11,4,7,0,2,7,0,5,13,0.3846153846,4,9,0.4444444444,4,4,1,6,MIN,0,38,,107,119,25.40821918,L
WAS,1/3/2021,SAS,"EMBIID, JOEL",30,10,11,3,8,5,1,2,1,4,10,0.4,2,3,0.6666666667,0,0,,2,SAS,0,29,,124,96,26.80273973,W
WAS,1/9/2021,@DEN,"EMBIID, JOEL",30,7,11,5,6,3,1,0,2,3,10,0.3,0,2,0,1,2,0.5,5,DEN,0,22,,124,110,26.81917808,W
WAS,2/5/2021,@NYK,"WAGNER, MORITZ",27,7,11,6,5,3,1,2,1,2,4,0.5,0,1,0,3,4,0.75,4,NYK,0,24,,111,100,23.78082192,W
WAS,3/2/2021,@TOR,"EMBIID, JOEL",36,23,11,2,9,2,2,4,1,10,17,0.5882352941,1,2,0.5,2,2,1,3,TOR,0,42,,90,116,26.96164384,L
WAS,3/2/2021,@TOR,"BROWN, TROY",29,11,11,0,11,3,0,1,2,4,13,0.3076923077,1,5,0.2,2,2,1,1,TOR,0,26,,90,116,21.59452055,L
WAS,3/15/2021,CHA,"EMBIID, JOEL",29,14,11,4,7,2,0,0,5,4,13,0.3076923077,2,6,0.3333333333,4,4,1,3,CHA,0,27,,124,122,26.99726027,W
WAS,3/17/2021,BKN,"EMBIID, JOEL",27,25,11,4,7,0,1,0,1,8,13,0.6153846154,1,4,0.25,8,9,0.8888888889,5,BKN,0,37,,119,130,27.00273973,L
WAS,3/17/2021,BKN,"PORZINGIS, KRISTAPS",29,23,11,9,2,0,0,0,1,9,21,0.4285714286,3,10,0.3,2,3,0.6666666667,3,BKN,0,34,,119,130,25.62191781,L
WAS,3/23/2021,DAL,"EMBIID, JOEL",29,11,11,6,5,6,0,2,4,4,13,0.3076923077,2,6,0.3333333333,1,2,0.5,3,DAL,0,30,,103,120,27.01917808,L
WAS,5/20/2021,@IND,"EMBIID, JOEL",38,21,11,3,8,3,0,1,1,5,15,0.3333333333,3,7,0.4285714286,8,9,0.8888888889,4,IND,0,36,,112,101,27.17808219,W
WAS,5/24/2021,@HOU,"EMBIID, JOEL",34,16,11,2,9,3,0,2,0,6,12,0.5,0,3,0,4,5,0.8,4,HOU,0,32,,127,133,27.1890411,L
WAS,5/27/2021,@NOP,"EMBIID, JOEL",27,20,11,3,8,4,3,1,2,3,7,0.4285714286,1,2,0.5,13,14,0.9285714286,6,NOP,0,39,,133,107,27.19726027,W
ATL,12/2/2020,DET,"DAVIS, ANTHONY",34,22,10,3,7,3,1,0,2,9,17,0.5294117647,2,7,0.2857142857,2,2,1,1,DET,0,36,,115,88,27.72876712,W
ATL,12/9/2020,ORL,"WISEMAN, JAMES",33,3,10,2,8,3,3,1,0,1,5,0.2,0,0,,1,2,0.5,3,ORL,0,20,,109,115,19.69315068,L
ATL,12/20/2020,CHI,"RANDLE, JULIUS",24,13,10,2,8,2,1,2,2,5,10,0.5,1,4,0.25,2,2,1,4,CHI,0,28,,130,120,26.05753425,W
ATL,12/26/2020,@DEN,"HOLMES, RICHAUN",20,8,10,5,5,2,0,0,1,2,2,1,0,0,,4,4,1,3,DEN,0,20,,119,112,27.19726027,W
ATL,1/5/2021,@DET,"DAVIS, ANTHONY",35,18,10,3,7,2,0,0,2,7,15,0.4666666667,0,3,0,4,6,0.6666666667,3,DET,0,30,,126,124,27.82191781,W
ATL,1/8/2021,MIN,"HOLMES, RICHAUN",20,4,10,1,9,0,0,4,0,2,2,1,0,0,,0,0,,3,MIN,0,18,,126,88,27.23287671,W
ATL,1/12/2021,@IND,"RANDLE, JULIUS",30,23,10,3,7,5,0,1,0,10,12,0.8333333333,2,3,0.6666666667,1,1,1,1,IND,0,39,,126,128,26.12054795,L
ATL,1/15/2021,GSW,"WISEMAN, JAMES",26,8,10,4,6,3,0,0,0,4,10,0.4,0,0,,0,0,,2,GSW,0,21,,96,102,19.79452055,L
ATL,2/5/2021,@CLE,"DAVIS, ANTHONY",31,23,10,1,9,5,1,1,2,10,17,0.5882352941,1,3,0.3333333333,2,2,1,2,CLE,0,40,,123,97,27.90684932,W
ATL,2/16/2021,@BOS,"RANDLE, JULIUS",19,10,10,3,7,3,1,0,0,3,10,0.3,0,2,0,4,4,1,0,BOS,0,24,,125,105,26.21643836,W
ATL,3/3/2021,DET,"WISEMAN, JAMES",30,23,10,2,8,1,2,3,3,11,19,0.5789473684,0,0,,1,4,0.25,2,DET,0,39,,119,104,19.92328767,W
ATL,3/9/2021,@OKC,"RANDLE, JULIUS",30,26,10,2,8,9,1,0,3,9,13,0.6923076923,3,5,0.6,5,5,1,5,OKC,0,46,,128,98,26.2739726,W
ATL,3/15/2021,PHI,"DAVIS, ANTHONY",26,13,10,1,9,1,1,2,4,5,7,0.7142857143,1,2,0.5,2,3,0.6666666667,6,PHI,0,27,,130,111,28.0109589,W
ATL,3/17/2021,@DAL,"DAVIS, ANTHONY",32,17,10,1,9,2,0,2,0,5,10,0.5,1,2,0.5,6,8,0.75,0,DAL,0,31,,135,142,28.01643836,L
ATL,3/19/2021,BOS,"DAVIS, ANTHONY",31,16,10,2,8,0,1,3,7,7,8,0.875,1,1,1,1,1,1,1,BOS,0,30,,129,109,28.02191781,W
ATL,3/26/2021,@ORL,"WISEMAN, JAMES",30,14,10,3,7,1,1,1,5,5,11,0.4545454545,0,0,,4,4,1,2,ORL,0,27,,116,113,19.98630137,W
ATL,3/28/2021,@CLE,"DAVIS, ANTHONY",28,16,10,2,8,3,1,0,1,4,9,0.4444444444,0,3,0,8,11,0.7272727273,6,CLE,0,30,,114,117,28.04657534,L
ATL,4/7/2021,DAL,"RANDLE, JULIUS",32,16,10,1,9,2,0,0,1,5,5,1,4,4,1,2,2,1,1,DAL,0,28,,116,106,26.35342466,W
ATL,4/13/2021,BKN,"HOLMES, RICHAUN",32,12,10,5,5,0,1,4,0,5,8,0.625,0,0,,2,2,1,2,BKN,0,27,,120,105,27.49315068,W
ATL,4/14/2021,POR,"HOLMES, RICHAUN",27,8,10,3,7,0,1,2,2,4,7,0.5714285714,0,0,,0,0,,5,POR,0,21,,130,122,27.49589041,W
ATL,5/2/2021,OKC,"DAVIS, ANTHONY",33,26,10,4,6,3,2,3,0,10,14,0.7142857143,3,5,0.6,3,4,0.75,5,OKC,0,44,,143,94,28.14246575,W
ATL,5/4/2021,WAS,"DAVIS, ANTHONY",32,12,10,4,6,6,0,7,3,4,13,0.3076923077,0,4,0,4,6,0.6666666667,2,WAS,0,35,,108,116,28.14794521,L
BKN,12/22/2020,@POR,"ALDRIDGE, LAMARCUS",29,10,10,2,8,2,0,2,1,4,8,0.5,0,1,0,2,2,1,1,POR,0,24,,127,97,35.42739726,W
BKN,1/1/2021,IND,"DURANT, KEVIN",29,17,10,2,8,5,0,2,3,6,11,0.5454545455,2,5,0.4,3,3,1,4,IND,0,34,,119,103,32.26027397,W
BKN,1/7/2021,@NYK,"JAMES, LEBRON",32,22,10,3,7,5,0,1,3,9,15,0.6,4,4,1,0,0,,0,NYK,0,38,,101,84,36.02191781,W
BKN,1/10/2021,@BOS,"JAMES, LEBRON",35,36,10,1,9,8,0,0,5,11,17,0.6470588235,6,10,0.6,8,13,0.6153846154,2,BOS,0,54,,93,94,36.03013699,L
BKN,1/10/2021,@BOS,"ALDRIDGE, LAMARCUS",33,4,10,0,10,2,0,2,3,2,9,0.2222222222,0,4,0,0,0,,2,BOS,0,18,,93,94,35.47945205,L
BKN,1/19/2021,@CHA,"JAMES, LEBRON",33,23,10,5,5,12,2,2,1,9,17,0.5294117647,4,7,0.5714285714,1,1,1,3,CHA,1,49,,137,78,36.05479452,W
BKN,1/21/2021,DEN,"JAMES, LEBRON",34,25,10,2,8,7,0,0,5,11,18,0.6111111111,3,8,0.375,0,0,,2,DEN,0,42,,116,91,36.06027397,W
BKN,1/21/2021,DEN,"COVINGTON, ROBERT",23,7,10,2,8,2,2,0,1,3,10,0.3,1,6,0.1666666667,0,0,,0,DEN,0,21,,116,91,30.10410959,W
BKN,1/24/2021,CHA,"JAMES, LEBRON",31,14,10,1,9,8,1,0,0,5,18,0.2777777778,2,10,0.2,2,2,1,5,CHA,0,33,,97,105,36.06849315,L
BKN,1/24/2021,CHA,"COVINGTON, ROBERT",24,5,10,0,10,1,0,1,3,2,6,0.3333333333,1,2,0.5,0,0,,4,CHA,0,17,,97,105,30.11232877,L
BKN,1/27/2021,@TOR,"JAMES, LEBRON",31,16,10,1,9,8,2,2,1,6,13,0.4615384615,3,7,0.4285714286,1,2,0.5,1,TOR,0,38,,126,100,36.07671233,W
BKN,2/27/2021,UTA,"JAMES, LEBRON",34,28,10,1,9,10,1,3,1,9,18,0.5,3,9,0.3333333333,7,8,0.875,4,UTA,1,52,,135,126,36.16164384,W
BKN,2/28/2021,@PHI,"CAULEY-STEIN, WILLIE",28,4,10,4,6,3,0,2,4,2,5,0.4,0,0,,0,0,,2,PHI,0,19,,114,112,27.53150685,W
BKN,3/5/2021,PHI,"JAMES, LEBRON",34,19,10,1,9,13,1,1,4,8,17,0.4705882353,1,9,0.1111111111,2,6,0.3333333333,4,PHI,1,44,,120,119,36.17808219,W
BKN,3/8/2021,LAL,"JAMES, LEBRON",32,27,10,1,9,9,2,0,2,9,15,0.6,3,4,0.75,6,10,0.6,0,LAL,0,48,,129,107,36.18630137,W
BKN,3/10/2021,@DET,"JAMES, LEBRON",34,35,10,4,6,9,1,1,2,12,21,0.5714285714,2,8,0.25,9,13,0.6923076923,4,DET,0,56,,138,114,36.19178082,W
BKN,3/11/2021,@NYK,"CAULEY-STEIN, WILLIE",24,11,10,0,10,2,2,0,0,5,9,0.5555555556,0,0,,1,1,1,4,NYK,0,25,,118,90,27.56164384,W
BKN,3/14/2021,DET,"JAMES, LEBRON",32,19,10,4,6,7,4,1,2,6,15,0.4,2,6,0.3333333333,5,11,0.4545454545,2,DET,0,41,,120,86,36.20273973,W
BKN,3/16/2021,CHI,"JAMES, LEBRON",28,20,10,2,8,8,0,0,2,7,16,0.4375,1,7,0.1428571429,5,6,0.8333333333,5,CHI,0,38,,123,122,36.20821918,W
BKN,3/28/2021,TOR,"DURANT, KEVIN",35,29,10,2,8,7,0,2,3,10,20,0.5,5,9,0.5555555556,4,6,0.6666666667,1,TOR,0,48,,98,136,32.49589041,L
BKN,4/11/2021,@WAS,"JAMES, LEBRON",38,50,10,3,7,9,5,0,0,20,26,0.7692307692,7,10,0.7,3,6,0.5,2,WAS,0,74,,137,124,36.27945205,W
BKN,4/14/2021,@MIA,"DURANT, KEVIN",31,37,10,2,8,3,1,2,2,15,30,0.5,2,8,0.25,5,5,1,1,MIA,0,53,,120,112,32.54246575,W
BKN,4/27/2021,@LAC,"DURANT, KEVIN",36,12,10,4,6,6,0,0,2,4,14,0.2857142857,2,8,0.25,2,2,1,4,LAC,0,28,,107,124,32.57808219,L
BKN,5/5/2021,BOS,"DURANT, KEVIN",35,32,10,1,9,7,1,4,1,13,22,0.5909090909,3,10,0.3,3,3,1,0,BOS,0,54,,119,99,32.6,W
BKN,5/18/2021,@IND,"JAMES, LEBRON",36,28,10,2,8,9,1,0,3,12,16,0.75,2,4,0.5,2,3,0.6666666667,4,IND,0,48,,133,118,36.38082192,W
BKN,5/20/2021,DAL,"COVINGTON, ROBERT",29,14,10,0,10,3,1,1,0,6,12,0.5,2,7,0.2857142857,0,0,,1,DAL,0,29,,126,114,30.43013699,W
BKN,5/29/2021,MIL,"DURANT, KEVIN",33,23,10,1,9,6,0,3,4,8,17,0.4705882353,3,9,0.3333333333,4,6,0.6666666667,0,MIL,0,42,,119,115,32.66575342,W
BKN,5/29/2021,MIL,"CAULEY-STEIN, WILLIE",28,11,10,4,6,2,0,2,0,4,9,0.4444444444,0,1,0,3,4,0.75,1,MIL,0,25,,119,115,27.77808219,W
BOS,12/8/2020,TOR,"TATUM, JAYSON",37,31,10,2,8,5,0,0,1,11,18,0.6111111111,5,7,0.7142857143,4,5,0.8,2,TOR,0,46,,125,110,22.76712329,W
BOS,12/9/2020,@NYK,"HAYWARD, GORDON",30,7,10,2,8,1,0,0,1,2,12,0.1666666667,0,2,0,3,3,1,3,NYK,0,18,,92,86,30.71506849,W
BOS,12/13/2020,MIL,"TATUM, JAYSON",37,25,10,0,10,3,0,1,6,10,19,0.5263157895,2,7,0.2857142857,3,5,0.6,2,MIL,0,39,,99,77,22.78082192,W
BOS,12/21/2020,@CHA,"TATUM, JAYSON",43,33,10,1,9,3,0,1,1,11,19,0.5789473684,3,8,0.375,8,11,0.7272727273,2,CHA,0,47,,124,110,22.80273973,W
BOS,12/27/2020,WAS,"BROWN, JAYLEN",35,13,10,2,8,2,0,0,2,5,14,0.3571428571,1,8,0.125,2,2,1,2,WAS,0,25,,123,111,24.17534247,W
BOS,12/29/2020,@GSW,"BROWN, JAYLEN",28,29,10,2,8,2,0,0,0,11,13,0.8461538462,1,2,0.5,6,6,1,2,GSW,0,41,,130,107,24.18082192,W
BOS,1/17/2021,MIA,"THEIS, DANIEL",20,9,10,4,6,3,0,1,1,4,8,0.5,1,1,1,0,0,,1,MIA,0,23,,113,107,28.7890411,W
BOS,2/4/2021,CHA,"THEIS, DANIEL",20,5,10,2,8,0,0,0,2,2,3,0.6666666667,0,0,,1,1,1,2,CHA,0,15,,141,111,28.83835616,W
BOS,2/26/2021,CHI,"TATUM, JAYSON",38,31,10,1,9,2,1,2,3,12,27,0.4444444444,4,11,0.3636363636,3,3,1,3,CHI,0,46,,135,93,22.98630137,W
BOS,3/23/2021,ATL,"VALANCIUNAS, JONAS",35,13,10,6,4,2,1,1,0,6,12,0.5,0,0,,1,1,1,3,ATL,0,27,,106,134,28.87945205,L
BOS,4/17/2021,BKN,"TATUM, JAYSON",38,23,10,0,10,4,1,0,0,10,20,0.5,3,10,0.3,0,0,,2,BKN,0,38,,128,136,23.12328767,L
BOS,4/24/2021,@IND,"TATUM, JAYSON",32,27,10,1,9,1,1,4,1,10,22,0.4545454545,1,6,0.1666666667,6,6,1,1,IND,0,43,,114,91,23.14246575,W
CHA,12/16/2020,@GSW,"BAYNES, ARON",39,22,10,3,7,3,1,0,3,8,21,0.380952381,0,5,0,6,9,0.6666666667,4,GSW,0,36,,108,119,34.01917808,L
CHA,1/12/2021,@DET,"BAYNES, ARON",26,7,10,4,6,2,0,1,2,3,9,0.3333333333,1,4,0.25,0,0,,6,DET,0,20,,120,90,34.09315068,W
CHA,1/30/2021,SAC,"BAYNES, ARON",32,11,10,3,7,1,0,1,1,2,8,0.25,2,5,0.4,5,7,0.7142857143,3,SAC,0,23,,95,102,34.14246575,L
CHA,2/15/2021,@CLE,"JONES, DERRICK",34,19,10,3,7,2,1,1,3,8,18,0.4444444444,3,8,0.375,0,0,,3,CLE,0,33,,105,124,24,L
CHA,2/17/2021,@DAL,"BAYNES, ARON",38,16,10,2,8,2,0,0,1,6,11,0.5454545455,2,4,0.5,2,3,0.6666666667,4,DAL,0,28,,125,115,34.19178082,W
CHA,3/24/2021,DAL,"BAYNES, ARON",34,9,10,3,7,1,0,1,1,3,8,0.375,1,4,0.25,2,2,1,6,DAL,0,21,,81,117,34.28767123,L
CHA,3/28/2021,@MIN,"BAYNES, ARON",36,12,10,5,5,0,1,1,1,4,12,0.3333333333,2,8,0.25,2,2,1,3,MIN,0,24,,78,139,34.29863014,L
CHA,4/27/2021,CLE,"MARTIN, CODY",17,11,10,5,5,3,2,1,1,4,5,0.8,0,0,,3,4,0.75,3,CLE,0,27,,118,97,25.57808219,W
CHA,4/27/2021,CLE,"BAYNES, ARON",28,10,10,5,5,2,0,2,2,4,12,0.3333333333,2,7,0.2857142857,0,0,,5,CLE,0,24,,118,97,34.38082192,W
CHA,5/14/2021,MIA,"WASHINGTON, PJ",29,20,10,1,9,3,0,2,1,5,9,0.5555555556,3,7,0.4285714286,7,9,0.7777777778,3,MIA,0,35,,112,98,22.72328767,W
CHA,5/29/2021,@PHI,"WASHINGTON, PJ",27,27,10,2,8,3,1,2,2,11,17,0.6470588235,3,5,0.6,2,2,1,5,PHI,0,43,,104,102,22.76438356,W
CHI,12/6/2020,@CHA,"GOBERT, RUDY",28,5,10,3,7,2,1,1,0,2,5,0.4,0,0,,1,2,0.5,5,CHA,0,19,,102,108,28.44657534,L
CHI,12/15/2020,DET,"MARKKANEN, LAURI",22,8,10,1,9,0,1,0,0,3,5,0.6,0,1,0,2,2,1,0,DET,0,19,,122,94,23.56712329,W
CHI,1/5/2021,MIA,"MCGEE, JAVALE",15,4,10,1,9,3,0,2,0,2,3,0.6666666667,0,0,,0,0,,2,MIA,0,19,,101,96,32.96174863,W
CHI,1/31/2021,@WAS,"GOBERT, RUDY",33,11,10,2,8,0,1,1,1,5,12,0.4166666667,0,0,,1,2,0.5,5,WAS,0,23,,110,105,28.6,W
CHI,1/31/2021,@WAS,"TOPPIN, OBI",30,9,10,3,7,0,1,0,0,4,10,0.4,0,1,0,1,2,0.5,1,WAS,0,20,,110,105,22.91232877,W
CHI,1/31/2021,@WAS,"MCGEE, JAVALE",17,9,10,4,6,1,0,2,0,4,4,1,0,0,,1,2,0.5,3,WAS,0,22,,110,105,33.03287671,W
CHI,2/3/2021,@DET,"MCGEE, JAVALE",16,5,10,4,6,0,0,2,1,2,2,1,0,0,,1,2,0.5,1,DET,0,17,,124,121,33.04109589,W
CHI,2/5/2021,@ORL,"GOBERT, RUDY",35,11,10,2,8,0,0,0,3,3,3,1,0,0,,5,8,0.625,2,ORL,0,21,,103,156,28.61369863,L
CHI,3/9/2021,SAC,"GOBERT, RUDY",31,8,10,3,7,0,1,1,1,3,4,0.75,0,0,,2,2,1,3,SAC,0,20,,114,120,28.70136986,L
CHI,4/24/2021,CLE,"YOUNG, THADDEUS",37,14,10,4,6,5,5,1,2,6,15,0.4,0,6,0,2,6,0.3333333333,2,CLE,0,35,,127,111,32.84109589,W
CHI,4/28/2021,@MIA,"YOUNG, THADDEUS",37,7,10,2,8,1,3,2,3,3,11,0.2727272727,0,3,0,1,1,1,5,MIA,0,23,,81,107,32.85205479,L
CHI,5/22/2021,@LAC,"BROWN, MOSES",31,10,10,3,7,1,0,4,1,5,12,0.4166666667,0,3,0,0,0,,1,LAC,0,25,,115,102,,W
CHI,5/27/2021,ORL,"TOPPIN, OBI",37,22,10,0,10,2,1,1,0,7,13,0.5384615385,1,4,0.25,7,8,0.875,3,ORL,0,36,,107,115,23.23013699,L
CLE,12/11/2020,@MIL,"THOMPSON, TRISTAN",34,5,10,3,7,1,4,2,4,2,10,0.2,0,1,0,1,2,0.5,3,MIL,0,22,,100,128,29.74794521,L
